video_time,book,cell phone,headphone,person
00:00:04,0,1,0,1
00:00:05,0,0,0,2
00:00:05,0,0,0,2
00:00:05,0,0,0,2
00:00:07,0,1,0,1
00:00:07,0,1,0,1
